location;season;date ;UTC_time;depth_cm;depth
north sea;summer;30/06/2018;16:50:00;11;0.11
north sea;summer;30/06/2018;17:00:00;13;0.13
north sea;summer;30/06/2018;17:10:00;14;0.14
north sea;summer;30/06/2018;17:20:00;15;0.15
north sea;summer;30/06/2018;17:30:00;17;0.17
north sea;summer;30/06/2018;17:40:00;19;0.19
north sea;summer;30/06/2018;17:50:00;19;0.19
north sea;summer;30/06/2018;18:00:00;20;0.2
north sea;summer;30/06/2018;18:10:00;22;0.22
north sea;summer;30/06/2018;18:20:00;23;0.23
north sea;summer;30/06/2018;18:30:00;25;0.25
north sea;summer;30/06/2018;18:40:00;26;0.26
north sea;summer;30/06/2018;18:50:00;26;0.26
north sea;summer;30/06/2018;19:00:00;27;0.27
north sea;summer;30/06/2018;19:10:00;28;0.28
north sea;summer;30/06/2018;19:20:00;29;0.29
north sea;summer;30/06/2018;19:30:00;30;0.3
north sea;summer;30/06/2018;19:40:00;30;0.3
north sea;summer;30/06/2018;19:50:00;30;0.3
north sea;summer;30/06/2018;20:00:00;30;0.3
north sea;summer;30/06/2018;20:10:00;30;0.3
north sea;summer;30/06/2018;20:20:00;28;0.28
north sea;summer;30/06/2018;20:30:00;28;0.28
north sea;summer;30/06/2018;20:40:00;27;0.27
north sea;summer;30/06/2018;20:50:00;25;0.25
north sea;summer;30/06/2018;21:00:00;25;0.25
north sea;summer;30/06/2018;21:10:00;24;0.24
north sea;summer;30/06/2018;21:20:00;23;0.23
north sea;summer;30/06/2018;21:30:00;21;0.21
north sea;summer;30/06/2018;21:40:00;19;0.19
north sea;summer;30/06/2018;21:50:00;16;0.16
north sea;summer;30/06/2018;22:00:00;13;0.13
north sea;summer;30/06/2018;22:10:00;9;0.09
north sea;summer;30/06/2018;22:20:00;7;0.07
north sea;summer;30/06/2018;22:30:00;4;0.04
north sea;summer;30/06/2018;22:40:00;1;0.01
north sea;summer;30/06/2018;22:50:00;-2;-0.02
north sea;summer;30/06/2018;23:00:00;-3;-0.03
north sea;summer;30/06/2018;23:10:00;-6;-0.06
north sea;summer;30/06/2018;23:20:00;-9;-0.09
north sea;summer;30/06/2018;23:30:00;-11;-0.11
north sea;summer;30/06/2018;23:40:00;-14;-0.14
north sea;summer;30/06/2018;23:50:00;-16;-0.16
north sea;summer;30/06/2018;00:00:00;-25;-0.25
north sea;summer;30/06/2018;00:10:00;-26;-0.26
north sea;summer;30/06/2018;00:20:00;-27;-0.27
north sea;summer;30/06/2018;00:30:00;-28;-0.28
north sea;summer;30/06/2018;00:40:00;-28;-0.28
north sea;summer;30/06/2018;00:50:00;-28;-0.28
north sea;summer;30/06/2018;01:00:00;-27;-0.27
north sea;summer;30/06/2018;01:10:00;-26;-0.26
north sea;summer;30/06/2018;01:20:00;-24;-0.24
north sea;summer;30/06/2018;01:30:00;-21;-0.21
north sea;summer;30/06/2018;01:40:00;-19;-0.19
north sea;summer;30/06/2018;01:50:00;-16;-0.16
north sea;summer;30/06/2018;02:00:00;-14;-0.14
north sea;summer;30/06/2018;02:10:00;-11;-0.11
north sea;summer;30/06/2018;02:20:00;-8;-0.08
north sea;summer;30/06/2018;02:30:00;-6;-0.06
north sea;summer;30/06/2018;02:40:00;-4;-0.04
north sea;summer;30/06/2018;02:50:00;-2;-0.02
north sea;summer;30/06/2018;03:00:00;0;0
north sea;summer;30/06/2018;03:10:00;3;0.03
north sea;summer;30/06/2018;03:20:00;6;0.06
north sea;summer;30/06/2018;03:30:00;9;0.09
north sea;summer;30/06/2018;03:40:00;12;0.12
north sea;summer;30/06/2018;03:50:00;14;0.14
north sea;summer;30/06/2018;04:00:00;16;0.16
north sea;summer;30/06/2018;04:10:00;18;0.18
north sea;summer;30/06/2018;04:20:00;21;0.21
north sea;summer;30/06/2018;04:30:00;23;0.23
north sea;summer;30/06/2018;04:40:00;24;0.24
north sea;summer;30/06/2018;04:50:00;26;0.26
north sea;summer;30/06/2018;05:00:00;28;0.28
north sea;summer;30/06/2018;05:10:00;29;0.29
north sea;summer;30/06/2018;05:20:00;30;0.3
north sea;summer;30/06/2018;05:30:00;32;0.32
north sea;summer;30/06/2018;05:40:00;33;0.33
north sea;summer;30/06/2018;05:50:00;33;0.33
north sea;summer;30/06/2018;06:00:00;35;0.35
north sea;summer;30/06/2018;06:10:00;37;0.37
north sea;summer;30/06/2018;06:20:00;37;0.37
north sea;summer;30/06/2018;06:30:00;39;0.39
north sea;summer;30/06/2018;06:40:00;40;0.4
north sea;summer;30/06/2018;06:50:00;42;0.42
north sea;summer;30/06/2018;07:00:00;43;0.43
north sea;summer;30/06/2018;07:10:00;44;0.44
north sea;summer;30/06/2018;07:20:00;44;0.44
north sea;summer;30/06/2018;07:30:00;44;0.44
north sea;summer;30/06/2018;07:40:00;43;0.43
north sea;summer;30/06/2018;07:50:00;42;0.42
north sea;summer;30/06/2018;08:00:00;42;0.42
north sea;summer;30/06/2018;08:10:00;41;0.41
north sea;summer;30/06/2018;08:20:00;40;0.4
north sea;summer;30/06/2018;08:30:00;39;0.39
north sea;summer;30/06/2018;08:40:00;39;0.39
north sea;summer;30/06/2018;08:50:00;37;0.37
north sea;summer;30/06/2018;09:00:00;34;0.34
north sea;summer;30/06/2018;09:10:00;32;0.32
north sea;summer;30/06/2018;09:20:00;29;0.29
north sea;summer;30/06/2018;09:30:00;26;0.26
north sea;summer;30/06/2018;09:40:00;23;0.23
north sea;summer;30/06/2018;09:50:00;19;0.19
north sea;summer;30/06/2018;10:00:00;16;0.16
north sea;summer;30/06/2018;10:10:00;12;0.12
north sea;summer;30/06/2018;10:20:00;9;0.09
north sea;summer;30/06/2018;10:30:00;6;0.06
north sea;summer;30/06/2018;10:40:00;3;0.03
north sea;summer;30/06/2018;10:50:00;1;0.01
north sea;summer;30/06/2018;11:00:00;-2;-0.02
north sea;summer;30/06/2018;11:10:00;-5;-0.05
north sea;summer;30/06/2018;11:20:00;-8;-0.08
north sea;summer;01/07/2018;00:00:00;-18;-0.18
north sea;summer;01/07/2018;00:10:00;-20;-0.2
north sea;summer;01/07/2018;00:20:00;-21;-0.21
north sea;summer;01/07/2018;00:30:00;-23;-0.23
north sea;summer;01/07/2018;00:40:00;-24;-0.24
north sea;summer;01/07/2018;00:50:00;-26;-0.26
north sea;summer;01/07/2018;01:00:00;-27;-0.27
north sea;summer;01/07/2018;01:10:00;-27;-0.27
north sea;summer;01/07/2018;01:20:00;-27;-0.27
north sea;summer;01/07/2018;01:30:00;-26;-0.26
north sea;summer;01/07/2018;01:40:00;-25;-0.25
north sea;summer;01/07/2018;01:50:00;-24;-0.24
north sea;summer;01/07/2018;02:00:00;-22;-0.22
north sea;summer;01/07/2018;02:10:00;-19;-0.19
north sea;summer;01/07/2018;02:20:00;-17;-0.17
north sea;summer;01/07/2018;02:30:00;-15;-0.15
north sea;summer;01/07/2018;02:40:00;-12;-0.12
north sea;summer;01/07/2018;02:50:00;-10;-0.1
north sea;summer;01/07/2018;03:00:00;-7;-0.07
north sea;summer;01/07/2018;03:10:00;-6;-0.06
north sea;summer;01/07/2018;03:20:00;-4;-0.04
north sea;summer;01/07/2018;03:30:00;-1;-0.01
north sea;summer;01/07/2018;03:40:00;2;0.02
north sea;summer;01/07/2018;03:50:00;5;0.05
north sea;summer;01/07/2018;04:00:00;7;0.07
north sea;summer;01/07/2018;04:10:00;10;0.1
north sea;summer;01/07/2018;04:20:00;12;0.12
north sea;summer;01/07/2018;04:30:00;15;0.15
north sea;summer;01/07/2018;04:40:00;16;0.16
north sea;summer;01/07/2018;04:50:00;18;0.18
north sea;summer;01/07/2018;05:00:00;20;0.2
north sea;summer;01/07/2018;05:10:00;23;0.23
north sea;summer;01/07/2018;05:20:00;25;0.25
north sea;summer;01/07/2018;05:30:00;27;0.27
north sea;summer;01/07/2018;05:40:00;27;0.27
north sea;summer;01/07/2018;05:50:00;28;0.28
north sea;summer;01/07/2018;06:00:00;30;0.3
north sea;summer;01/07/2018;06:10:00;31;0.31
north sea;summer;01/07/2018;06:20:00;33;0.33
north sea;summer;01/07/2018;06:30:00;33;0.33
north sea;summer;01/07/2018;06:40:00;35;0.35
north sea;summer;01/07/2018;06:50:00;36;0.36
north sea;summer;01/07/2018;07:00:00;37;0.37
north sea;summer;01/07/2018;07:10:00;39;0.39
north sea;summer;01/07/2018;07:20:00;42;0.42
north sea;summer;01/07/2018;07:30:00;43;0.43
north sea;summer;01/07/2018;07:40:00;43;0.43
north sea;summer;01/07/2018;07:50:00;43;0.43
north sea;summer;01/07/2018;08:00:00;44;0.44
north sea;summer;01/07/2018;08:10:00;43;0.43
north sea;summer;01/07/2018;08:20:00;42;0.42
north sea;summer;01/07/2018;08:30:00;41;0.41
north sea;summer;01/07/2018;08:40:00;41;0.41
north sea;summer;01/07/2018;08:50:00;40;0.4
north sea;summer;01/07/2018;09:00:00;41;0.41
north sea;summer;01/07/2018;09:10:00;39;0.39
north sea;summer;01/07/2018;09:20:00;37;0.37
north sea;summer;01/07/2018;09:30:00;35;0.35
north sea;summer;01/07/2018;09:40:00;32;0.32
north sea;summer;01/07/2018;09:50:00;31;0.31
north sea;summer;01/07/2018;10:00:00;27;0.27
north sea;summer;01/07/2018;10:10:00;24;0.24
north sea;summer;01/07/2018;10:20:00;20;0.2
north sea;summer;01/07/2018;10:30:00;17;0.17
north sea;summer;01/07/2018;10:40:00;14;0.14
north sea;summer;01/07/2018;10:50:00;12;0.12
north sea;summer;01/07/2018;11:00:00;8;0.08
north sea;summer;01/07/2018;11:10:00;5;0.05
north sea;summer;01/07/2018;11:20:00;3;0.03
north sea;summer;01/07/2018;11:30:00;1;0.01
north sea;summer;01/07/2018;11:40:00;-3;-0.03
north sea;summer;01/07/2018;11:50:00;-6;-0.06
north sea;summer;01/07/2018;12:00:00;-9;-0.09
north sea;summer;01/07/2018;12:10:00;-11;-0.11
north sea;summer;01/07/2018;12:20:00;-14;-0.14
north sea;summer;01/07/2018;12:30:00;-16;-0.16
north sea;summer;01/07/2018;12:40:00;-19;-0.19
north sea;summer;01/07/2018;12:50:00;-22;-0.22
north sea;summer;01/07/2018;13:00:00;-24;-0.24
north sea;summer;01/07/2018;13:10:00;-26;-0.26
north sea;summer;01/07/2018;13:20:00;-26;-0.26
north sea;summer;01/07/2018;13:30:00;-25;-0.25
north sea;autumn;12/10/2019;13:30:00;40;0.4
north sea;autumn;12/10/2019;13:40:00;40;0.4
north sea;autumn;12/10/2019;13:50:00;41;0.41
north sea;autumn;12/10/2019;14:00:00;43;0.43
north sea;autumn;12/10/2019;14:10:00;47;0.47
north sea;autumn;12/10/2019;14:20:00;48;0.48
north sea;autumn;12/10/2019;14:30:00;50;0.5
north sea;autumn;12/10/2019;14:40:00;52;0.52
north sea;autumn;12/10/2019;14:50:00;53;0.53
north sea;autumn;12/10/2019;15:00:00;55;0.55
north sea;autumn;12/10/2019;15:10:00;59;0.59
north sea;autumn;12/10/2019;15:20:00;61;0.61
north sea;autumn;12/10/2019;15:30:00;62;0.62
north sea;autumn;12/10/2019;15:40:00;64;0.64
north sea;autumn;12/10/2019;15:50:00;66;0.66
north sea;autumn;12/10/2019;16:00:00;68;0.68
north sea;autumn;12/10/2019;16:10:00;69;0.69
north sea;autumn;12/10/2019;16:20:00;71;0.71
north sea;autumn;12/10/2019;16:30:00;74;0.74
north sea;autumn;12/10/2019;16:40:00;75;0.75
north sea;autumn;12/10/2019;16:50:00;77;0.77
north sea;autumn;12/10/2019;17:00:00;78;0.78
north sea;autumn;12/10/2019;17:10:00;80;0.8
north sea;autumn;12/10/2019;17:20:00;80;0.8
north sea;autumn;12/10/2019;17:30:00;79;0.79
north sea;autumn;12/10/2019;17:40:00;79;0.79
north sea;autumn;12/10/2019;17:50:00;79;0.79
north sea;autumn;12/10/2019;18:00:00;77;0.77
north sea;autumn;12/10/2019;18:10:00;77;0.77
north sea;autumn;12/10/2019;18:20:00;77;0.77
north sea;autumn;12/10/2019;18:30:00;75;0.75
north sea;autumn;12/10/2019;18:40:00;74;0.74
north sea;autumn;12/10/2019;18:50:00;72;0.72
north sea;autumn;12/10/2019;19:00:00;70;0.7
north sea;autumn;12/10/2019;19:10:00;68;0.68
north sea;autumn;12/10/2019;19:20:00;64;0.64
north sea;autumn;12/10/2019;19:30:00;61;0.61
north sea;autumn;12/10/2019;19:40:00;58;0.58
north sea;autumn;12/10/2019;19:50:00;56;0.56
north sea;autumn;12/10/2019;20:00:00;52;0.52
north sea;autumn;12/10/2019;20:10:00;49;0.49
north sea;autumn;12/10/2019;20:20:00;46;0.46
north sea;autumn;12/10/2019;20:30:00;43;0.43
north sea;autumn;12/10/2019;20:40:00;40;0.4
north sea;autumn;12/10/2019;20:50:00;37;0.37
north sea;autumn;12/10/2019;21:00:00;35;0.35
north sea;autumn;12/10/2019;21:10:00;33;0.33
north sea;autumn;12/10/2019;21:20:00;30;0.3
north sea;autumn;12/10/2019;21:30:00;28;0.28
north sea;autumn;12/10/2019;21:40:00;27;0.27
north sea;autumn;12/10/2019;21:50:00;24;0.24
north sea;autumn;12/10/2019;22:00:00;23;0.23
north sea;autumn;12/10/2019;22:10:00;21;0.21
north sea;autumn;12/10/2019;22:20:00;19;0.19
north sea;autumn;12/10/2019;22:30:00;17;0.17
north sea;autumn;12/10/2019;22:40:00;17;0.17
north sea;autumn;12/10/2019;22:50:00;17;0.17
north sea;autumn;12/10/2019;23:00:00;18;0.18
north sea;autumn;12/10/2019;23:10:00;18;0.18
north sea;autumn;12/10/2019;23:20:00;20;0.2
north sea;autumn;12/10/2019;23:30:00;21;0.21
north sea;autumn;12/10/2019;23:40:00;23;0.23
north sea;autumn;12/10/2019;23:50:00;25;0.25
north sea;autumn;13/10/2019;00:00:00;27;0.27
north sea;autumn;13/10/2019;00:10:00;29;0.29
north sea;autumn;13/10/2019;00:20:00;31;0.31
north sea;autumn;13/10/2019;00:30:00;33;0.33
north sea;autumn;13/10/2019;00:40:00;34;0.34
north sea;autumn;13/10/2019;00:50:00;36;0.36
north sea;autumn;13/10/2019;01:00:00;38;0.38
north sea;autumn;13/10/2019;01:10:00;39;0.39
north sea;autumn;13/10/2019;01:20:00;41;0.41
north sea;autumn;13/10/2019;01:30:00;42;0.42
north sea;autumn;13/10/2019;01:40:00;44;0.44
north sea;autumn;13/10/2019;01:50:00;46;0.46
north sea;autumn;13/10/2019;02:00:00;47;0.47
north sea;autumn;13/10/2019;02:10:00;48;0.48
north sea;autumn;13/10/2019;02:20:00;50;0.5
north sea;autumn;13/10/2019;02:30:00;52;0.52
north sea;autumn;13/10/2019;02:40:00;54;0.54
north sea;autumn;13/10/2019;02:50:00;56;0.56
north sea;autumn;13/10/2019;03:00:00;58;0.58
north sea;autumn;13/10/2019;03:10:00;60;0.6
north sea;autumn;13/10/2019;03:20:00;62;0.62
north sea;autumn;13/10/2019;03:30:00;63;0.63
north sea;autumn;13/10/2019;03:40:00;66;0.66
north sea;autumn;13/10/2019;03:50:00;67;0.67
north sea;autumn;13/10/2019;04:00:00;69;0.69
north sea;autumn;13/10/2019;04:10:00;71;0.71
north sea;autumn;13/10/2019;04:20:00;72;0.72
north sea;autumn;13/10/2019;04:30:00;74;0.74
north sea;autumn;13/10/2019;04:40:00;75;0.75
north sea;autumn;13/10/2019;04:50:00;78;0.78
north sea;autumn;13/10/2019;05:00:00;79;0.79
north sea;autumn;13/10/2019;05:10:00;81;0.81
north sea;autumn;13/10/2019;05:20:00;82;0.82
north sea;autumn;13/10/2019;05:30:00;83;0.83
north sea;autumn;13/10/2019;05:40:00;83;0.83
north sea;autumn;13/10/2019;05:50:00;82;0.82
north sea;autumn;13/10/2019;06:00:00;81;0.81
north sea;autumn;13/10/2019;06:10:00;81;0.81
north sea;autumn;13/10/2019;06:20:00;80;0.8
north sea;autumn;13/10/2019;06:30:00;80;0.8
north sea;autumn;13/10/2019;06:40:00;79;0.79
north sea;autumn;13/10/2019;06:50:00;78;0.78
north sea;autumn;13/10/2019;07:00:00;75;0.75
north sea;autumn;13/10/2019;07:10:00;74;0.74
north sea;autumn;13/10/2019;07:20:00;71;0.71
north sea;autumn;13/10/2019;07:30:00;67;0.67
north sea;autumn;13/10/2019;07:40:00;63;0.63
north sea;autumn;13/10/2019;07:50:00;60;0.6
north sea;autumn;13/10/2019;08:00:00;56;0.56
north sea;autumn;13/10/2019;08:10:00;52;0.52
north sea;autumn;13/10/2019;08:20:00;48;0.48
north sea;autumn;13/10/2019;08:30:00;44;0.44
north sea;autumn;13/10/2019;08:40:00;40;0.4
north sea;autumn;13/10/2019;08:50:00;38;0.38
north sea;autumn;13/10/2019;09:00:00;35;0.35
north sea;autumn;13/10/2019;09:10:00;32;0.32
north sea;autumn;13/10/2019;09:20:00;29;0.29
north sea;autumn;13/10/2019;09:30:00;25;0.25
north sea;autumn;13/10/2019;09:40:00;23;0.23
north sea;autumn;13/10/2019;09:50:00;21;0.21
north sea;autumn;13/10/2019;10:00:00;17;0.17
north sea;autumn;13/10/2019;10:10:00;16;0.16
north sea;autumn;13/10/2019;10:20:00;14;0.14
north sea;autumn;13/10/2019;10:30:00;11;0.11
north sea;autumn;13/10/2019;10:40:00;10;0.1
north sea;autumn;13/10/2019;10:50:00;8;0.08
north sea;autumn;13/10/2019;11:00:00;7;0.07
north sea;autumn;13/10/2019;11:10:00;7;0.07
north sea;autumn;13/10/2019;11:20:00;7;0.07
north sea;autumn;13/10/2019;11:30:00;8;0.08
north sea;autumn;13/10/2019;11:40:00;9;0.09
north sea;autumn;13/10/2019;11:50:00;11;0.11
north sea;autumn;13/10/2019;12:00:00;12;0.12
north sea;autumn;13/10/2019;12:10:00;13;0.13
north sea;autumn;13/10/2019;12:20:00;14;0.14
north sea;autumn;13/10/2019;12:30:00;16;0.16
north sea;autumn;13/10/2019;12:40:00;19;0.19
north sea;autumn;13/10/2019;12:50:00;21;0.21
north sea;autumn;13/10/2019;13:00:00;22;0.22
north sea;autumn;13/10/2019;13:10:00;25;0.25
north sea;autumn;13/10/2019;13:20:00;28;0.28
north sea;autumn;13/10/2019;13:30:00;30;0.3
north sea;autumn;13/10/2019;13:40:00;31;0.31
north sea;autumn;13/10/2019;13:50:00;32;0.32
north sea;autumn;13/10/2019;14:00:00;34;0.34
north sea;autumn;13/10/2019;14:10:00;37;0.37
north sea;autumn;13/10/2019;14:20:00;38;0.38
north sea;autumn;13/10/2019;14:30:00;39;0.39
north sea;autumn;13/10/2019;14:40:00;42;0.42
north sea;autumn;13/10/2019;14:50:00;45;0.45
north sea;autumn;13/10/2019;15:00:00;48;0.48
north sea;autumn;13/10/2019;15:10:00;49;0.49
north sea;autumn;13/10/2019;15:20:00;52;0.52
north sea;autumn;13/10/2019;15:30:00;53;0.53
north sea;autumn;13/10/2019;15:40:00;55;0.55
north sea;autumn;13/10/2019;15:50:00;57;0.57
north sea;autumn;13/10/2019;16:00:00;58;0.58
north sea;autumn;13/10/2019;16:10:00;60;0.6
north sea;autumn;13/10/2019;16:20:00;61;0.61
north sea;autumn;13/10/2019;16:30:00;63;0.63
north sea;autumn;13/10/2019;16:40:00;67;0.67
north sea;autumn;13/10/2019;16:50:00;68;0.68
north sea;autumn;13/10/2019;17:00:00;69;0.69
north sea;autumn;13/10/2019;17:10:00;72;0.72
north sea;autumn;13/10/2019;17:20:00;75;0.75
north sea;autumn;13/10/2019;17:30:00;76;0.76
north sea;autumn;13/10/2019;17:40:00;75;0.75
north sea;autumn;13/10/2019;17:50:00;74;0.74
north sea;autumn;13/10/2019;18:00:00;72;0.72
north sea;autumn;13/10/2019;18:10:00;72;0.72
north sea;autumn;13/10/2019;18:20:00;72;0.72
north sea;autumn;13/10/2019;18:30:00;71;0.71
north sea;autumn;13/10/2019;18:40:00;70;0.7
north sea;autumn;13/10/2019;18:50:00;69;0.69
north sea;autumn;13/10/2019;19:00:00;67;0.67
north sea;autumn;13/10/2019;19:10:00;66;0.66
north sea;autumn;13/10/2019;19:20:00;62;0.62
north sea;autumn;13/10/2019;19:30:00;59;0.59
north sea;autumn;13/10/2019;19:40:00;57;0.57
north sea;autumn;13/10/2019;19:50:00;55;0.55
north sea;autumn;13/10/2019;20:00:00;50;0.5
north sea;autumn;13/10/2019;20:10:00;44;0.44
north sea;autumn;13/10/2019;20:20:00;40;0.4
north sea;autumn;13/10/2019;20:30:00;34;0.34
north sea;autumn;13/10/2019;20:40:00;30;0.3
north sea;autumn;13/10/2019;20:50:00;26;0.26
north sea;autumn;13/10/2019;21:00:00;21;0.21
north sea;autumn;13/10/2019;21:10:00;17;0.17
north sea;autumn;13/10/2019;21:20:00;13;0.13
north sea;autumn;13/10/2019;21:30:00;9;0.09
north sea;autumn;13/10/2019;21:40:00;5;0.05
north sea;autumn;13/10/2019;21:50:00;4;0.04
north sea;autumn;13/10/2019;22:00:00;-1;-0.01
north sea;autumn;13/10/2019;22:10:00;-4;-0.04
north sea;autumn;13/10/2019;22:20:00;-7;-0.07
north sea;autumn;13/10/2019;22:30:00;-7;-0.07
north sea;autumn;13/10/2019;22:40:00;-9;-0.09
north sea;autumn;13/10/2019;22:50:00;-10;-0.1
north sea;autumn;13/10/2019;23:00:00;-13;-0.13
north sea;autumn;13/10/2019;23:10:00;-15;-0.15
north sea;autumn;13/10/2019;23:20:00;-15;-0.15
north sea;autumn;13/10/2019;23:30:00;-15;-0.15
north sea;autumn;13/10/2019;23:40:00;-15;-0.15
north sea;autumn;13/10/2019;23:50:00;-15;-0.15
north sea;autumn;14/10/2019;00:00:00;-14;-0.14
north sea;autumn;14/10/2019;00:10:00;-13;-0.13
north sea;autumn;14/10/2019;00:20:00;-11;-0.11
north sea;autumn;14/10/2019;00:30:00;-9;-0.09
north sea;autumn;14/10/2019;00:40:00;-5;-0.05
north sea;autumn;14/10/2019;00:50:00;-3;-0.03
north sea;autumn;14/10/2019;01:00:00;0;0
north sea;autumn;14/10/2019;01:10:00;3;0.03
north sea;autumn;14/10/2019;01:20:00;7;0.07
north sea;autumn;14/10/2019;01:30:00;9;0.09
north sea;autumn;14/10/2019;01:40:00;13;0.13
north sea;autumn;14/10/2019;01:50:00;14;0.14
north sea;autumn;14/10/2019;02:00:00;13;0.13
north sea;autumn;14/10/2019;02:10:00;15;0.15
north sea;autumn;14/10/2019;02:20:00;18;0.18
north sea;autumn;14/10/2019;02:30:00;20;0.2
north sea;autumn;14/10/2019;02:40:00;23;0.23
north sea;autumn;14/10/2019;02:50:00;26;0.26
north sea;autumn;14/10/2019;03:00:00;29;0.29
north sea;autumn;14/10/2019;03:10:00;31;0.31
north sea;autumn;14/10/2019;03:20:00;33;0.33
north sea;autumn;14/10/2019;03:30:00;37;0.37
north sea;autumn;14/10/2019;03:40:00;41;0.41
north sea;autumn;14/10/2019;03:50:00;45;0.45
north sea;autumn;14/10/2019;04:00:00;45;0.45
north sea;autumn;14/10/2019;04:10:00;46;0.46
north sea;autumn;14/10/2019;04:20:00;48;0.48
north sea;autumn;14/10/2019;04:30:00;52;0.52
north sea;autumn;14/10/2019;04:40:00;54;0.54
north sea;autumn;14/10/2019;04:50:00;57;0.57
north sea;autumn;14/10/2019;05:00:00;59;0.59
north sea;autumn;14/10/2019;05:10:00;63;0.63
north sea;autumn;14/10/2019;05:20:00;64;0.64
north sea;autumn;14/10/2019;05:30:00;67;0.67
north sea;autumn;14/10/2019;05:40:00;70;0.7
north sea;autumn;14/10/2019;05:50:00;72;0.72
north sea;autumn;14/10/2019;06:00:00;74;0.74
north sea;autumn;14/10/2019;06:10:00;74;0.74
north sea;autumn;14/10/2019;06:20:00;73;0.73
north sea;autumn;14/10/2019;06:30:00;73;0.73
north sea;autumn;14/10/2019;06:40:00;73;0.73
north sea;autumn;14/10/2019;06:50:00;72;0.72
north sea;autumn;14/10/2019;07:00:00;72;0.72
north sea;autumn;14/10/2019;07:10:00;71;0.71
north sea;autumn;14/10/2019;07:20:00;69;0.69
north sea;autumn;14/10/2019;07:30:00;65;0.65
north sea;autumn;14/10/2019;07:40:00;62;0.62
north sea;autumn;14/10/2019;07:50:00;59;0.59
north sea;autumn;14/10/2019;08:00:00;59;0.59
north sea;autumn;14/10/2019;08:10:00;55;0.55
north sea;autumn;14/10/2019;08:20:00;51;0.51
north sea;autumn;14/10/2019;08:30:00;47;0.47
north sea;autumn;14/10/2019;08:40:00;42;0.42
north sea;autumn;14/10/2019;08:50:00;39;0.39
north sea;autumn;14/10/2019;09:00:00;36;0.36
north sea;autumn;14/10/2019;09:10:00;33;0.33
north sea;autumn;14/10/2019;09:20:00;30;0.3
north sea;autumn;14/10/2019;09:30:00;27;0.27
north sea;autumn;14/10/2019;09:40:00;23;0.23
north sea;autumn;14/10/2019;09:50:00;20;0.2
north sea;autumn;14/10/2019;10:00:00;18;0.18
north sea;autumn;14/10/2019;10:10:00;14;0.14
north sea;autumn;14/10/2019;10:20:00;11;0.11
north sea;autumn;14/10/2019;10:30:00;8;0.08
north sea;autumn;14/10/2019;10:40:00;5;0.05
north sea;autumn;14/10/2019;10:50:00;2;0.02
north sea;autumn;14/10/2019;11:00:00;0;0
north sea;autumn;14/10/2019;11:10:00;-2;-0.02
north sea;autumn;14/10/2019;11:20:00;-4;-0.04
north sea;autumn;14/10/2019;11:30:00;-5;-0.05
